item_nr,item_nr_old,item_number,answer,correct,audio_file,level,target_instrument,complexity,with_target_in_mix,condition_theoretical,time_song,song_nr,practice_item,old_audio_file_name,set_nr,condition,discrimination,guessing,inattention,difficulty,condition_difficulty_without_random_effects,item_difficulty,number_of_datapoints_per_cond,number_of_datapoints_per_item
217,1523,p_item1523_set139_wit_lvl-15_comp6_t152_song83,1,1,p_item1523_set139_wit_lvl-15_comp6_t152_song83.wav,-15,Piano,6,yes,39,152,83,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav,55,34,1.95100641,0.402489139,0.995917503,-0.105948649,0.412665406,0.419902911,497,105
218,1523,p_item1523_set139_wit_lvl-10_comp6_t152_song83,1,1,p_item1523_set139_wit_lvl-10_comp6_t152_song83.wav,-10,Piano,6,yes,31,152,83,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav,55,18,1.95100641,0.402489139,0.995917503,-1.356829462,-0.815367825,-0.691852283,565,92
219,1523,p_item1523_set139_wit_lvl-5_comp6_t152_song83,1,1,p_item1523_set139_wit_lvl-5_comp6_t152_song83.wav,-5,Piano,6,yes,19,152,83,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav,55,10,1.95100641,0.402489139,0.995917503,-1.838454311,-1.590433562,-1.555325456,467,44
220,1523,p_item1523_set139_wit_lvl0_comp6_t152_song83,1,1,p_item1523_set139_wit_lvl0_comp6_t152_song83.wav,0,Piano,6,yes,15,152,83,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav,55,4,1.95100641,0.402489139,0.995917503,-2.271284098,-2.065891627,-2.193786405,593,52
221,3683,b_item3683_set1169_wit_lvl-15_comp6_t210_song84,1,1,b_item3683_set1169_wit_lvl-15_comp6_t210_song84.wav,-15,Bass,6,yes,40,210,84,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav,56,40,1.95100641,0.402489139,0.995917503,2.386335346,2.273951478,2.781757577,472,39
222,3683,b_item3683_set1169_wit_lvl-10_comp6_t210_song84,1,1,b_item3683_set1169_wit_lvl-10_comp6_t210_song84.wav,-10,Bass,6,yes,32,210,84,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav,56,38,1.95100641,0.402489139,0.995917503,1.146991388,1.010231267,1.54072676,502,42
223,3683,b_item3683_set1169_wit_lvl-5_comp6_t210_song84,1,1,b_item3683_set1169_wit_lvl-5_comp6_t210_song84.wav,-5,Bass,6,yes,20,210,84,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav,56,32,1.95100641,0.402489139,0.995917503,0.434246861,0.248520775,0.803010183,496,61
224,3683,b_item3683_set1169_wit_lvl0_comp6_t210_song84,1,1,b_item3683_set1169_wit_lvl0_comp6_t210_song84.wav,0,Bass,6,yes,16,210,84,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav,56,25,1.95100641,0.402489139,0.995917503,-0.08127129,-0.209977996,0.203116834,400,49
225,1578,voc_item1578_set270_wit_lvl-15_comp3_t154_song86,1,1,voc_item1578_set270_wit_lvl-15_comp3_t154_song86.wav,-15,Lead,3,yes,33,154,86,no,Lead_ItemNr(1578)_SetNr(270)_WiT_Level(-15)_Complexity(3)_Time(154)_SongNr(86).wav,57,29,1.95100641,0.402489139,0.995917503,0.098438839,0.108046669,0.683447196,425,39
226,1578,voc_item1578_set270_wit_lvl-10_comp3_t154_song86,1,1,voc_item1578_set270_wit_lvl-10_comp3_t154_song86.wav,-10,Lead,3,yes,25,154,86,no,Lead_ItemNr(1578)_SetNr(270)_WiT_Level(-15)_Complexity(3)_Time(154)_SongNr(86).wav,57,15,1.95100641,0.402489139,0.995917503,-1.379921176,-1.129699695,-0.441130634,575,43
227,1578,voc_item1578_set270_wit_lvl-5_comp3_t154_song86,1,1,voc_item1578_set270_wit_lvl-5_comp3_t154_song86.wav,-5,Lead,3,yes,21,154,86,no,Lead_ItemNr(1578)_SetNr(270)_WiT_Level(-15)_Complexity(3)_Time(154)_SongNr(86).wav,57,7,1.95100641,0.402489139,0.995917503,-1.865750964,-1.910440638,-1.387534954,541,29
228,1578,voc_item1578_set270_wit_lvl0_comp3_t154_song86,1,1,voc_item1578_set270_wit_lvl0_comp3_t154_song86.wav,0,Lead,3,yes,9,154,86,no,Lead_ItemNr(1578)_SetNr(270)_WiT_Level(-15)_Complexity(3)_Time(154)_SongNr(86).wav,57,2,1.95100641,0.402489139,0.995917503,-2.489367231,-2.388528616,-1.75640581,512,122
229,1927,git_item1927_set585_wit_lvl-15_comp6_t158_song87,1,1,git_item1927_set585_wit_lvl-15_comp6_t158_song87.wav,-15,Guitar,6,yes,38,158,87,no,Guitar_ItemNr(1927)_SetNr(585)_WiT_Level(-15)_Complexity(6)_Time(158)_SongNr(87).wav,58,36,1.95100641,0.402489139,0.995917503,0.585861537,0.638811079,1.104086986,506,98
230,1927,git_item1927_set585_wit_lvl-10_comp6_t158_song87,1,1,git_item1927_set585_wit_lvl-10_comp6_t158_song87.wav,-10,Guitar,6,yes,30,158,87,no,Guitar_ItemNr(1927)_SetNr(585)_WiT_Level(-15)_Complexity(6)_Time(158)_SongNr(87).wav,58,21,1.95100641,0.402489139,0.995917503,-0.526364198,-0.587335739,0.118195114,496,49
231,1927,git_item1927_set585_wit_lvl-5_comp6_t158_song87,1,1,git_item1927_set585_wit_lvl-5_comp6_t158_song87.wav,-5,Guitar,6,yes,18,158,87,no,Guitar_ItemNr(1927)_SetNr(585)_WiT_Level(-15)_Complexity(6)_Time(158)_SongNr(87).wav,58,12,1.95100641,0.402489139,0.995917503,-1.413249341,-1.357656067,-0.791637266,485,48
232,1927,git_item1927_set585_wit_lvl0_comp6_t158_song87,1,1,git_item1927_set585_wit_lvl0_comp6_t158_song87.wav,0,Guitar,6,yes,14,158,87,no,Guitar_ItemNr(1927)_SetNr(585)_WiT_Level(-15)_Complexity(6)_Time(158)_SongNr(87).wav,58,8,1.95100641,0.402489139,0.995917503,-1.771482405,-1.832604192,-1.342178875,461,38
233,3510,voc_item3510_set924_wit_lvl-15_comp3_t120_song87,1,1,voc_item3510_set924_wit_lvl-15_comp3_t120_song87.wav,-15,Lead,3,yes,33,120,87,no,Lead_ItemNr(3510)_SetNr(924)_WiT_Level(-15)_Complexity(3)_Time(120)_SongNr(87).wav,59,29,1.95100641,0.402489139,0.995917503,0.098438839,0.108046669,0.50300953,425,41
234,3510,voc_item3510_set924_wit_lvl-10_comp3_t120_song87,1,1,voc_item3510_set924_wit_lvl-10_comp3_t120_song87.wav,-10,Lead,3,yes,25,120,87,no,Lead_ItemNr(3510)_SetNr(924)_WiT_Level(-15)_Complexity(3)_Time(120)_SongNr(87).wav,59,15,1.95100641,0.402489139,0.995917503,-1.379921176,-1.129699695,-0.822827859,575,29
235,3510,voc_item3510_set924_wit_lvl-5_comp3_t120_song87,1,1,voc_item3510_set924_wit_lvl-5_comp3_t120_song87.wav,-5,Lead,3,yes,21,120,87,no,Lead_ItemNr(3510)_SetNr(924)_WiT_Level(-15)_Complexity(3)_Time(120)_SongNr(87).wav,59,7,1.95100641,0.402489139,0.995917503,-1.865750964,-1.910440638,-1.535069592,541,72
236,3510,voc_item3510_set924_wit_lvl0_comp3_t120_song87,1,1,voc_item3510_set924_wit_lvl0_comp3_t120_song87.wav,0,Lead,3,yes,9,120,87,no,Lead_ItemNr(3510)_SetNr(924)_WiT_Level(-15)_Complexity(3)_Time(120)_SongNr(87).wav,59,2,1.95100641,0.402489139,0.995917503,-2.489367231,-2.388528616,-2.058164322,512,43
237,1553,git_item1553_set474_wit_lvl-15_comp3_t0_song92,1,1,git_item1553_set474_wit_lvl-15_comp3_t0_song92.wav,-15,Guitar,3,yes,34,0,92,no,Guitar_ItemNr(1553)_SetNr(474)_WiT_Level(-15)_Complexity(3)_Time(0)_SongNr(92).wav,60,33,1.95100641,0.402489139,0.995917503,-0.186051959,0.310690412,-0.662896644,530,92
238,1553,git_item1553_set474_wit_lvl-10_comp3_t0_song92,1,1,git_item1553_set474_wit_lvl-10_comp3_t0_song92.wav,-10,Guitar,3,yes,26,0,92,no,Guitar_ItemNr(1553)_SetNr(474)_WiT_Level(-15)_Complexity(3)_Time(0)_SongNr(92).wav,60,16,1.95100641,0.402489139,0.995917503,-1.116525547,-0.920817272,-2.011276208,536,34
239,1553,git_item1553_set474_wit_lvl-5_comp3_t0_song92,1,1,git_item1553_set474_wit_lvl-5_comp3_t0_song92.wav,-5,Guitar,3,yes,22,0,92,no,Guitar_ItemNr(1553)_SetNr(474)_WiT_Level(-15)_Complexity(3)_Time(0)_SongNr(92).wav,60,9,1.95100641,0.402489139,0.995917503,-2.073588455,-1.697951315,-2.698738036,463,70
240,1553,git_item1553_set474_wit_lvl0_comp3_t0_song92,1,1,git_item1553_set474_wit_lvl0_comp3_t0_song92.wav,0,Guitar,3,yes,10,0,92,no,Guitar_ItemNr(1553)_SetNr(474)_WiT_Level(-15)_Complexity(3)_Time(0)_SongNr(92).wav,60,3,1.95100641,0.402489139,0.995917503,-2.535591044,-2.175266661,-3.084733985,468,52
241,1535,voc_item1535_set258_wit_lvl-15_comp3_t52_song93,1,1,voc_item1535_set258_wit_lvl-15_comp3_t52_song93.wav,-15,Lead,3,yes,33,52,93,no,Lead_ItemNr(1535)_SetNr(258)_WiT_Level(-15)_Complexity(3)_Time(52)_SongNr(93).wav,61,29,1.95100641,0.402489139,0.995917503,0.098438839,0.108046669,1.557693722,425,30
242,1535,voc_item1535_set258_wit_lvl-10_comp3_t52_song93,1,1,voc_item1535_set258_wit_lvl-10_comp3_t52_song93.wav,-10,Lead,3,yes,25,52,93,no,Lead_ItemNr(1535)_SetNr(258)_WiT_Level(-15)_Complexity(3)_Time(52)_SongNr(93).wav,61,15,1.95100641,0.402489139,0.995917503,-1.379921176,-1.129699695,-0.024881978,575,37
243,1535,voc_item1535_set258_wit_lvl-5_comp3_t52_song93,1,1,voc_item1535_set258_wit_lvl-5_comp3_t52_song93.wav,-5,Lead,3,yes,21,52,93,no,Lead_ItemNr(1535)_SetNr(258)_WiT_Level(-15)_Complexity(3)_Time(52)_SongNr(93).wav,61,7,1.95100641,0.402489139,0.995917503,-1.865750964,-1.910440638,-0.503992957,541,46
244,1535,voc_item1535_set258_wit_lvl0_comp3_t52_song93,1,1,voc_item1535_set258_wit_lvl0_comp3_t52_song93.wav,0,Lead,3,yes,9,52,93,no,Lead_ItemNr(1535)_SetNr(258)_WiT_Level(-15)_Complexity(3)_Time(52)_SongNr(93).wav,61,2,1.95100641,0.402489139,0.995917503,-2.489367231,-2.388528616,-0.928764534,512,30
245,2577,voc_item2577_set518_wit_lvl-15_comp6_t46_song97,1,1,voc_item2577_set518_wit_lvl-15_comp6_t46_song97.wav,-15,Lead,6,yes,37,46,97,no,Lead_ItemNr(2577)_SetNr(518)_WiT_Level(-15)_Complexity(6)_Time(46)_SongNr(97).wav,62,35,1.95100641,0.402489139,0.995917503,-0.315888881,0.435541777,-0.891752132,605,75
246,2577,voc_item2577_set518_wit_lvl-10_comp6_t46_song97,1,1,voc_item2577_set518_wit_lvl-10_comp6_t46_song97.wav,-10,Lead,6,yes,29,46,97,no,Lead_ItemNr(2577)_SetNr(518)_WiT_Level(-15)_Complexity(6)_Time(46)_SongNr(97).wav,62,19,1.95100641,0.402489139,0.995917503,-1.257858134,-0.793445264,-2.209933172,458,50
247,2577,voc_item2577_set518_wit_lvl-5_comp6_t46_song97,1,1,voc_item2577_set518_wit_lvl-5_comp6_t46_song97.wav,-5,Lead,6,yes,17,46,97,no,Lead_ItemNr(2577)_SetNr(518)_WiT_Level(-15)_Complexity(6)_Time(46)_SongNr(97).wav,62,11,1.95100641,0.402489139,0.995917503,-2.287420112,-1.568561085,-3.015104218,499,50
248,2577,voc_item2577_set518_wit_lvl0_comp6_t46_song97,1,1,voc_item2577_set518_wit_lvl0_comp6_t46_song97.wav,0,Lead,6,yes,13,46,97,no,Lead_ItemNr(2577)_SetNr(518)_WiT_Level(-15)_Complexity(6)_Time(46)_SongNr(97).wav,62,5,1.95100641,0.402489139,0.995917503,-2.070816006,-2.044704139,-3.6838911,629,34
249,1693,b_item1693_set741_wit_lvl-15_comp3_t350_song98,1,1,b_item1693_set741_wit_lvl-15_comp3_t350_song98.wav,-15,Bass,3,yes,36,350,98,no,Bass_ItemNr(1693)_SetNr(741)_WiT_Level(-15)_Complexity(3)_Time(350)_SongNr(98).wav,63,39,1.95100641,0.402489139,0.995917503,1.888507363,1.936781726,2.102729302,604,50
250,1693,b_item1693_set741_wit_lvl-10_comp3_t350_song98,1,1,b_item1693_set741_wit_lvl-10_comp3_t350_song98.wav,-10,Bass,3,yes,28,350,98,no,Bass_ItemNr(1693)_SetNr(741)_WiT_Level(-15)_Complexity(3)_Time(350)_SongNr(98).wav,63,37,1.95100641,0.402489139,0.995917503,0.609808049,0.680017063,0.633652227,494,46
251,1693,b_item1693_set741_wit_lvl-5_comp3_t350_song98,1,1,b_item1693_set741_wit_lvl-5_comp3_t350_song98.wav,-5,Bass,3,yes,24,350,98,no,Bass_ItemNr(1693)_SetNr(741)_WiT_Level(-15)_Complexity(3)_Time(350)_SongNr(98).wav,63,27,1.95100641,0.402489139,0.995917503,-0.168736021,-0.077466458,0.0092948,582,42
252,1693,b_item1693_set741_wit_lvl0_comp3_t350_song98,1,1,b_item1693_set741_wit_lvl0_comp3_t350_song98.wav,0,Bass,3,yes,12,350,98,no,Bass_ItemNr(1693)_SetNr(741)_WiT_Level(-15)_Complexity(3)_Time(350)_SongNr(98).wav,63,22,1.95100641,0.402489139,0.995917503,-0.514494625,-0.538693982,-0.299221429,477,42
253,876,b_item876_set387_wit_lvl-15_comp3_t234_song99,1,1,b_item876_set387_wit_lvl-15_comp3_t234_song99.wav,-15,Bass,3,yes,36,234,99,no,Bass_ItemNr(876)_SetNr(387)_WiT_Level(-15)_Complexity(3)_Time(234)_SongNr(99).wav,64,39,1.95100641,0.402489139,0.995917503,1.888507363,1.936781726,0.430405684,604,51
254,876,b_item876_set387_wit_lvl-10_comp3_t234_song99,1,1,b_item876_set387_wit_lvl-10_comp3_t234_song99.wav,-10,Bass,3,yes,28,234,99,no,Bass_ItemNr(876)_SetNr(387)_WiT_Level(-15)_Complexity(3)_Time(234)_SongNr(99).wav,64,37,1.95100641,0.402489139,0.995917503,0.609808049,0.680017063,-0.700556708,494,54
255,876,b_item876_set387_wit_lvl-5_comp3_t234_song99,1,1,b_item876_set387_wit_lvl-5_comp3_t234_song99.wav,-5,Bass,3,yes,24,234,99,no,Bass_ItemNr(876)_SetNr(387)_WiT_Level(-15)_Complexity(3)_Time(234)_SongNr(99).wav,64,27,1.95100641,0.402489139,0.995917503,-0.168736021,-0.077466458,-1.238890331,582,99
256,876,b_item876_set387_wit_lvl0_comp3_t234_song99,1,1,b_item876_set387_wit_lvl0_comp3_t234_song99.wav,0,Bass,3,yes,12,234,99,no,Bass_ItemNr(876)_SetNr(387)_WiT_Level(-15)_Complexity(3)_Time(234)_SongNr(99).wav,64,22,1.95100641,0.402489139,0.995917503,-0.514494625,-0.538693982,-1.952783334,477,34
257,333,b_item333_set137_wit_lvl-15_comp3_t148_song100,1,1,b_item333_set137_wit_lvl-15_comp3_t148_song100.wav,-15,Bass,3,yes,36,148,100,no,Bass_ItemNr(333)_SetNr(137)_WiT_Level(-15)_Complexity(3)_Time(148)_SongNr(100).wav,65,39,1.95100641,0.402489139,0.995917503,1.888507363,1.936781726,2.180849429,604,55
258,333,b_item333_set137_wit_lvl-10_comp3_t148_song100,1,1,b_item333_set137_wit_lvl-10_comp3_t148_song100.wav,-10,Bass,3,yes,28,148,100,no,Bass_ItemNr(333)_SetNr(137)_WiT_Level(-15)_Complexity(3)_Time(148)_SongNr(100).wav,65,37,1.95100641,0.402489139,0.995917503,0.609808049,0.680017063,0.841724466,494,37
259,333,b_item333_set137_wit_lvl-5_comp3_t148_song100,1,1,b_item333_set137_wit_lvl-5_comp3_t148_song100.wav,-5,Bass,3,yes,24,148,100,no,Bass_ItemNr(333)_SetNr(137)_WiT_Level(-15)_Complexity(3)_Time(148)_SongNr(100).wav,65,27,1.95100641,0.402489139,0.995917503,-0.168736021,-0.077466458,0.377898912,582,31
260,333,b_item333_set137_wit_lvl0_comp3_t148_song100,1,1,b_item333_set137_wit_lvl0_comp3_t148_song100.wav,0,Bass,3,yes,12,148,100,no,Bass_ItemNr(333)_SetNr(137)_WiT_Level(-15)_Complexity(3)_Time(148)_SongNr(100).wav,65,22,1.95100641,0.402489139,0.995917503,-0.514494625,-0.538693982,-0.226627208,477,45
261,3131,git_item3131_set976_wit_lvl-15_comp6_t226_song101,1,1,git_item3131_set976_wit_lvl-15_comp6_t226_song101.wav,-15,Guitar,6,yes,38,226,101,no,Guitar_ItemNr(3131)_SetNr(976)_WiT_Level(-15)_Complexity(6)_Time(226)_SongNr(101).wav,66,36,1.95100641,0.402489139,0.995917503,0.585861537,0.638811079,0.775280633,506,28
262,3131,git_item3131_set976_wit_lvl-10_comp6_t226_song101,1,1,git_item3131_set976_wit_lvl-10_comp6_t226_song101.wav,-10,Guitar,6,yes,30,226,101,no,Guitar_ItemNr(3131)_SetNr(976)_WiT_Level(-15)_Complexity(6)_Time(226)_SongNr(101).wav,66,21,1.95100641,0.402489139,0.995917503,-0.526364198,-0.587335739,-0.038979076,496,47
263,3131,git_item3131_set976_wit_lvl-5_comp6_t226_song101,1,1,git_item3131_set976_wit_lvl-5_comp6_t226_song101.wav,-5,Guitar,6,yes,18,226,101,no,Guitar_ItemNr(3131)_SetNr(976)_WiT_Level(-15)_Complexity(6)_Time(226)_SongNr(101).wav,66,12,1.95100641,0.402489139,0.995917503,-1.413249341,-1.357656067,-0.839471877,485,38
264,3131,git_item3131_set976_wit_lvl0_comp6_t226_song101,1,1,git_item3131_set976_wit_lvl0_comp6_t226_song101.wav,0,Guitar,6,yes,14,226,101,no,Guitar_ItemNr(3131)_SetNr(976)_WiT_Level(-15)_Complexity(6)_Time(226)_SongNr(101).wav,66,8,1.95100641,0.402489139,0.995917503,-1.771482405,-1.832604192,-1.264601756,461,51
265,802,p_item802_set060_wit_lvl-15_comp6_t120_song103,1,1,p_item802_set060_wit_lvl-15_comp6_t120_song103.wav,-15,Piano,6,yes,39,120,103,no,Piano_ItemNr(802)_SetNr(060)_WiT_Level(-15)_Complexity(6)_Time(120)_SongNr(103).wav,67,34,1.95100641,0.402489139,0.995917503,-0.105948649,0.412665406,-1.087065252,497,51
266,3300,p_item3300_set407_wit_lvl-15_comp6_t130_song103,1,1,p_item3300_set407_wit_lvl-15_comp6_t130_song103.wav,-15,Piano,6,yes,39,130,103,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav,67,34,1.95100641,0.402489139,0.995917503,-0.105948649,0.412665406,-1.043150794,497,40
267,802,p_item802_set060_wit_lvl-10_comp6_t120_song103,1,1,p_item802_set060_wit_lvl-10_comp6_t120_song103.wav,-10,Piano,6,yes,31,120,103,no,Piano_ItemNr(802)_SetNr(060)_WiT_Level(-15)_Complexity(6)_Time(120)_SongNr(103).wav,67,18,1.95100641,0.402489139,0.995917503,-1.356829462,-0.815367825,-2.348139267,565,42
268,3300,p_item3300_set407_wit_lvl-10_comp6_t130_song103,1,1,p_item3300_set407_wit_lvl-10_comp6_t130_song103.wav,-10,Piano,6,yes,31,130,103,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav,67,18,1.95100641,0.402489139,0.995917503,-1.356829462,-0.815367825,-2.214899174,565,41
269,802,p_item802_set060_wit_lvl-5_comp6_t120_song103,1,1,p_item802_set060_wit_lvl-5_comp6_t120_song103.wav,-5,Piano,6,yes,19,120,103,no,Piano_ItemNr(802)_SetNr(060)_WiT_Level(-15)_Complexity(6)_Time(120)_SongNr(103).wav,68,10,1.95100641,0.402489139,0.995917503,-1.838454311,-1.590433562,-1.622237677,467,49
270,3300,p_item3300_set407_wit_lvl-5_comp6_t130_song103,1,1,p_item3300_set407_wit_lvl-5_comp6_t130_song103.wav,-5,Piano,6,yes,19,130,103,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav,68,10,1.95100641,0.402489139,0.995917503,-1.838454311,-1.590433562,-1.592745497,467,34
271,802,p_item802_set060_wit_lvl0_comp6_t120_song103,1,1,p_item802_set060_wit_lvl0_comp6_t120_song103.wav,0,Piano,6,yes,15,120,103,no,Piano_ItemNr(802)_SetNr(060)_WiT_Level(-15)_Complexity(6)_Time(120)_SongNr(103).wav,68,4,1.95100641,0.402489139,0.995917503,-2.271284098,-2.065891627,-1.869719178,593,49
272,3300,p_item3300_set407_wit_lvl0_comp6_t130_song103,1,1,p_item3300_set407_wit_lvl0_comp6_t130_song103.wav,0,Piano,6,yes,15,130,103,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav,68,4,1.95100641,0.402489139,0.995917503,-2.271284098,-2.065891627,-2.008846948,593,90
273,3775,p_item3775_set480_wit_lvl-15_comp3_t122_song104,1,1,p_item3775_set480_wit_lvl-15_comp3_t122_song104.wav,-15,Piano,3,yes,35,122,104,no,Piano_ItemNr(3775)_SetNr(480)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(104).wav,69,28,1.95100641,0.402489139,0.995917503,0.240936219,0.085465479,1.373136372,530,99
274,3775,p_item3775_set480_wit_lvl-10_comp3_t122_song104,1,1,p_item3775_set480_wit_lvl-10_comp3_t122_song104.wav,-10,Piano,3,yes,27,122,104,no,Piano_ItemNr(3775)_SetNr(480)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(104).wav,69,14,1.95100641,0.402489139,0.995917503,-1.354568203,-1.1512087,0.032850728,423,41
275,3775,p_item3775_set480_wit_lvl-5_comp3_t122_song104,1,1,p_item3775_set480_wit_lvl-5_comp3_t122_song104.wav,-5,Piano,3,yes,23,122,104,no,Piano_ItemNr(3775)_SetNr(480)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(104).wav,69,6,1.95100641,0.402489139,0.995917503,-1.829359816,-1.931608452,-0.513831088,421,38
276,3775,p_item3775_set480_wit_lvl0_comp3_t122_song104,1,1,p_item3775_set480_wit_lvl0_comp3_t122_song104.wav,0,Piano,3,yes,11,122,104,no,Piano_ItemNr(3775)_SetNr(480)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(104).wav,69,1,1.95100641,0.402489139,0.995917503,-2.351715436,-2.408931614,-1.035449905,572,45
277,1408,git_item1408_set426_wit_lvl-15_comp3_t142_song105,1,1,git_item1408_set426_wit_lvl-15_comp3_t142_song105.wav,-15,Guitar,3,yes,34,142,105,no,Guitar_ItemNr(1408)_SetNr(426)_WiT_Level(-15)_Complexity(3)_Time(142)_SongNr(105).wav,70,33,1.95100641,0.402489139,0.995917503,-0.186051959,0.310690412,1.53351056,530,43
278,1408,git_item1408_set426_wit_lvl-10_comp3_t142_song105,1,1,git_item1408_set426_wit_lvl-10_comp3_t142_song105.wav,-10,Guitar,3,yes,26,142,105,no,Guitar_ItemNr(1408)_SetNr(426)_WiT_Level(-15)_Complexity(3)_Time(142)_SongNr(105).wav,70,16,1.95100641,0.402489139,0.995917503,-1.116525547,-0.920817272,0.546936931,536,49
279,1408,git_item1408_set426_wit_lvl-5_comp3_t142_song105,1,1,git_item1408_set426_wit_lvl-5_comp3_t142_song105.wav,-5,Guitar,3,yes,22,142,105,no,Guitar_ItemNr(1408)_SetNr(426)_WiT_Level(-15)_Complexity(3)_Time(142)_SongNr(105).wav,70,9,1.95100641,0.402489139,0.995917503,-2.073588455,-1.697951315,-0.327847907,463,45
280,1408,git_item1408_set426_wit_lvl0_comp3_t142_song105,1,1,git_item1408_set426_wit_lvl0_comp3_t142_song105.wav,0,Guitar,3,yes,10,142,105,no,Guitar_ItemNr(1408)_SetNr(426)_WiT_Level(-15)_Complexity(3)_Time(142)_SongNr(105).wav,70,3,1.95100641,0.402489139,0.995917503,-2.535591044,-2.175266661,-0.759370141,468,64
281,71,git_item71_set021_wit_lvl-15_comp6_t122_song110,1,1,git_item71_set021_wit_lvl-15_comp6_t122_song110.wav,-15,Guitar,6,yes,38,122,110,no,Guitar_ItemNr(71)_SetNr(021)_WiT_Level(-15)_Complexity(6)_Time(122)_SongNr(110).wav,71,36,1.95100641,0.402489139,0.995917503,0.585861537,0.638811079,0.698967119,506,44
282,71,git_item71_set021_wit_lvl-10_comp6_t122_song110,1,1,git_item71_set021_wit_lvl-10_comp6_t122_song110.wav,-10,Guitar,6,yes,30,122,110,no,Guitar_ItemNr(71)_SetNr(021)_WiT_Level(-15)_Complexity(6)_Time(122)_SongNr(110).wav,71,21,1.95100641,0.402489139,0.995917503,-0.526364198,-0.587335739,-0.401447497,496,36
283,71,git_item71_set021_wit_lvl-5_comp6_t122_song110,1,1,git_item71_set021_wit_lvl-5_comp6_t122_song110.wav,-5,Guitar,6,yes,18,122,110,no,Guitar_ItemNr(71)_SetNr(021)_WiT_Level(-15)_Complexity(6)_Time(122)_SongNr(110).wav,71,12,1.95100641,0.402489139,0.995917503,-1.413249341,-1.357656067,-1.138989553,485,50
284,71,git_item71_set021_wit_lvl0_comp6_t122_song110,1,1,git_item71_set021_wit_lvl0_comp6_t122_song110.wav,0,Guitar,6,yes,14,122,110,no,Guitar_ItemNr(71)_SetNr(021)_WiT_Level(-15)_Complexity(6)_Time(122)_SongNr(110).wav,71,8,1.95100641,0.402489139,0.995917503,-1.771482405,-1.832604192,-1.556020902,461,45
285,1365,b_item1365_set596_wit_lvl-15_comp6_t132_song111,1,1,b_item1365_set596_wit_lvl-15_comp6_t132_song111.wav,-15,Bass,6,yes,40,132,111,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav,72,40,1.95100641,0.402489139,0.995917503,2.386335346,2.273951478,2.079591606,472,43
286,1365,b_item1365_set596_wit_lvl-10_comp6_t132_song111,1,1,b_item1365_set596_wit_lvl-10_comp6_t132_song111.wav,-10,Bass,6,yes,32,132,111,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav,72,38,1.95100641,0.402489139,0.995917503,1.146991388,1.010231267,0.738029534,502,50
287,1365,b_item1365_set596_wit_lvl-5_comp6_t132_song111,1,1,b_item1365_set596_wit_lvl-5_comp6_t132_song111.wav,-5,Bass,6,yes,20,132,111,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav,72,32,1.95100641,0.402489139,0.995917503,0.434246861,0.248520775,0.191430417,496,44
288,1365,b_item1365_set596_wit_lvl0_comp6_t132_song111,1,1,b_item1365_set596_wit_lvl0_comp6_t132_song111.wav,0,Bass,6,yes,16,132,111,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav,72,25,1.95100641,0.402489139,0.995917503,-0.08127129,-0.209977996,-0.715985353,400,27
